Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1238.615943
NCJ05,OUT018,2528.55756
FDF59,OUT046,1869.731843
NCO05,OUT035,2071.663138
FDW24,OUT018,820.0930895
NCX42,OUT018,2712.710194
NCA53,OUT035,934.8888573
FDI45,OUT019,432.6791897
FDG46,OUT046,2339.320131
FDM20,OUT010,544.250687
FDW11,OUT010,222.9769655
FDX08,OUT035,3199.556897
NCK17,OUT035,708.0012359
FDK32,OUT018,2245.287754
NCA42,OUT035,2724.985312
DRI01,OUT035,2987.989614
NCL55,OUT049,3974.686469
DRE25,OUT018,1374.900202
FDD14,OUT017,3187.154989
FDB10,OUT046,3443.220989
DRN11,OUT035,2415.101516
FDP38,OUT018,849.4984606
NCA30,OUT017,2807.157469
FDT15,OUT017,2923.72733
NCP55,OUT018,869.442893
FDF12,OUT035,2624.673306
FDM21,OUT018,3157.000655
FDX56,OUT035,3772.007131
FDF10,OUT017,2688.368208
FDT32,OUT045,3055.863927
FDM51,OUT018,1355.66919
NCR50,OUT018,2375.850967
FDI19,OUT049,3680.552217
FDX21,OUT017,1662.883282
FDR31,OUT035,2522.935748
FDY02,OUT013,4048.611421
NCA29,OUT045,3235.894834
NCX17,OUT046,3427.959362
FDM12,OUT045,2552.7024
FDI53,OUT027,4053.033643
NCU30,OUT049,2829.031026
FDC56,OUT027,3259.023401
FDK27,OUT018,1545.378167
NCK18,OUT017,3088.166245
FDB52,OUT019,502.4480055
DRG25,OUT027,5164.695948
FDZ13,OUT049,935.1699105
FDB57,OUT019,456.8687508
FDR40,OUT046,1440.579374
NCO14,OUT019,162.957288
NCN19,OUT045,2681.11258
FDQ28,OUT019,304.3508325
FDO13,OUT018,2410.409156
FDK48,OUT013,1119.813974
FDU07,OUT018,2321.842542
FDW20,OUT046,2368.449319
FDV12,OUT010,197.3115502
FDH24,OUT013,2513.453137
FDV59,OUT049,3577.93923
FDK57,OUT045,1614.890373
FDL16,OUT027,1879.352558
NCQ17,OUT046,2336.771073
FDJ15,OUT018,2644.697754
FDX24,OUT049,1494.137949
FDT47,OUT046,1954.630302
FDT10,OUT049,1021.996217
FDZ37,OUT018,1341.954649
FDW43,OUT027,5683.061562
DRN36,OUT017,1688.682834
FDJ14,OUT045,1326.187942
FDA32,OUT013,3461.896738
FDJ38,OUT019,600.3940952
FDQ57,OUT017,2354.799086
NCQ41,OUT019,602.6194241
FDG56,OUT049,1105.790031
DRC13,OUT027,2898.230929
FDV55,OUT035,2578.135146
FDQ49,OUT045,2432.368623
FDE29,OUT010,184.0399125
FDR03,OUT013,3661.328837
FDD45,OUT049,1475.019048
FDN38,OUT010,567.583057
FDT56,OUT046,839.6000667
FDT48,OUT045,3280.387478
FDU03,OUT049,3344.872147
FDC56,OUT010,237.743617
NCO43,OUT027,2806.560694
FDQ27,OUT017,1861.157556
FDR03,OUT046,2879.032503
DRH23,OUT010,179.7010782
FDG22,OUT045,681.2819404
NCJ42,OUT013,1445.507887
FDR24,OUT046,1465.15611
FDW60,OUT035,2981.109068
FDJ08,OUT013,3244.105418
DRL59,OUT018,917.9905712
FDG60,OUT010,503.6006804
FDW27,OUT017,2721.018353
FDX14,OUT018,1212.288775
FDC20,OUT013,854.7539956
NCS29,OUT018,3460.889154
FDJ56,OUT046,1611.047135
FDB20,OUT019,224.8224069
FDL28,OUT027,5439.061081
FDW01,OUT018,2055.258375
FDL03,OUT046,2694.890972
FDX22,OUT049,4033.866436
FDJ21,OUT035,3060.504798
FDR31,OUT045,2501.887578
FDG21,OUT035,2935.182147
FDS22,OUT027,1888.305775
FDK08,OUT035,1649.750418
FDE17,OUT018,2088.763537
NCN30,OUT017,1562.629072
FDT50,OUT046,1317.81954
NCX42,OUT049,2939.094361
FDJ12,OUT035,3557.822307
NCA18,OUT027,2939.783827
FDP23,OUT019,470.1368634
FDX12,OUT013,3696.22324
FDN40,OUT018,2353.282826
FDV48,OUT035,1337.437146
NCY54,OUT013,2929.522733
FDL16,OUT010,179.7853862
FDR45,OUT018,2466.581418
FDJ52,OUT046,2403.836003
DRG01,OUT017,1438.451378
FDP52,OUT013,3838.447431
FDU58,OUT017,3222.41423
FDL02,OUT045,1616.3869
FDG28,OUT013,3777.604123
FDA19,OUT035,2047.882601
FDW46,OUT027,2290.139424
NCD43,OUT049,1589.82106
DRG39,OUT013,786.7684198
NCF55,OUT049,841.847956
FDJ07,OUT046,2155.677569
FDE08,OUT046,2301.652394
FDP56,OUT019,182.6661725
FDT45,OUT045,839.5126746
FDF17,OUT018,2771.226743
FDX44,OUT046,1403.201912
FDM28,OUT027,4733.509179
FDI36,OUT049,3227.693607
FDS07,OUT045,1711.386221
FDD36,OUT045,1978.30917
FDW11,OUT046,1031.316457
FDN40,OUT049,2415.002369
NCQ18,OUT049,1686.630793
NCQ54,OUT017,3318.010246
NCS42,OUT045,1666.067914
DRH39,OUT010,184.5123612
FDC09,OUT027,2879.624831
FDT08,OUT010,354.4462464
FDC08,OUT035,3980.652342
FDT20,OUT017,695.1832363
FDS35,OUT035,1216.792658
FDX58,OUT018,2922.914056
FDW58,OUT046,1994.273919
DRD27,OUT046,1623.095202
FDH32,OUT019,243.4423203
FDS26,OUT035,4586.196436
FDQ31,OUT046,1453.582679
FDP11,OUT018,3307.713382
FDD58,OUT017,1596.514149
FDM33,OUT045,3259.005637
FDZ16,OUT049,3502.562943
NCS29,OUT010,564.8487655
NCM18,OUT019,206.8786416
FDP11,OUT049,3294.077607
NCC42,OUT017,2231.350716
DRM23,OUT046,2548.723375
NCN55,OUT027,4718.65857
FDK46,OUT013,4122.685892
FDR01,OUT046,3728.571917
NCA05,OUT045,1985.158018
NCP43,OUT017,2930.469626
FDR12,OUT010,337.4924109
FDQ01,OUT013,3561.646081
FDM13,OUT046,1920.035727
FDQ19,OUT017,4008.2184
FDK56,OUT019,433.8622437
NCX06,OUT010,471.3431146
FDO56,OUT027,3178.135319
FDU45,OUT045,2001.326318
FDI16,OUT019,170.5375758
FDL32,OUT046,2016.916801
FDA07,OUT046,2493.792256
FDA14,OUT045,2179.65961
FDV46,OUT027,3375.045671
NCO07,OUT035,3439.535109
NCP41,OUT046,1968.569018
FDY60,OUT018,1721.382351
FDN38,OUT017,3336.923413
FDO15,OUT046,1304.353182
FDT60,OUT013,2286.996171
FDA55,OUT035,4529.825891
FDE02,OUT010,202.483126
DRJ39,OUT049,3222.047477
FDV34,OUT035,1359.966217
FDS20,OUT027,4588.87627
FDF02,OUT027,2926.945827
FDW40,OUT017,2366.771087
NCB43,OUT046,2782.737631
FDR58,OUT017,1583.007721
DRJ59,OUT035,821.1899425
NCD30,OUT017,1730.705935
FDE14,OUT017,1789.739146
FDC28,OUT018,1474.54352
FDU16,OUT018,1336.046679
NCD19,OUT035,931.6701461
FDU21,OUT046,760.1992127
FDV59,OUT027,4948.879681
FDU03,OUT045,2918.98682
FDC33,OUT010,576.9949435
NCR42,OUT035,669.7187254
DRH59,OUT035,1363.705897
NCM31,OUT035,2150.956939
FDS50,OUT035,3134.201882
FDP39,OUT046,925.2026586
FDQ55,OUT013,2048.697759
FDV36,OUT019,299.2811492
FDI05,OUT027,2380.221917
FDS45,OUT027,2850.101331
FDA39,OUT045,774.5011319
FDC37,OUT010,223.8339797
FDJ60,OUT027,4428.524353
DRQ35,OUT046,2232.648095
NCJ06,OUT046,2001.219839
NCY42,OUT018,2085.630813
DRM37,OUT049,3325.470914
FDR14,OUT045,906.1669073
FDE51,OUT049,781.3091068
FDT33,OUT017,2664.648079
FDR08,OUT013,1661.344929
FDE36,OUT010,389.5822296
FDL22,OUT019,279.9163426
FDR44,OUT013,2145.522625
FDI56,OUT019,250.7408356
FDE47,OUT010,273.0205654
FDV27,OUT010,222.2552331
FDV10,OUT049,827.1694268
FDC40,OUT045,1331.816382
NCX41,OUT013,3318.695877
NCQ38,OUT027,2698.069619
FDV12,OUT027,2775.42891
FDE52,OUT017,1494.804404
FDG20,OUT027,4596.235264
FDV16,OUT027,1784.405546
FDI32,OUT017,2370.381434
FDJ32,OUT049,1106.656495
FDN39,OUT018,2420.767468
FDY34,OUT017,2941.742481
FDC14,OUT035,785.1278054
FDA55,OUT017,4995.16511
FDZ50,OUT010,584.6463775
DRG13,OUT049,2416.682175
FDP01,OUT013,2352.258936
NCG54,OUT017,2820.174344
FDM13,OUT045,1706.910867
NCO18,OUT027,4731.86612
NCW41,OUT013,2618.63969
FDM52,OUT027,3826.415048
NCF55,OUT035,839.7130602
FDT09,OUT046,2124.139178
NCM19,OUT035,1726.76407
FDW12,OUT018,2013.626095
FDP15,OUT019,620.0744545
FDK36,OUT045,899.9949097
FDZ25,OUT035,2857.956261
NCW06,OUT049,3371.419272
FDW60,OUT046,3200.689865
DRC49,OUT013,2460.694496
NCT17,OUT035,3165.492134
NCN06,OUT018,2386.118865
FDC45,OUT013,2817.773275
DRJ47,OUT019,478.4976932
NCF06,OUT045,3398.498777
FDE21,OUT010,265.818216
DRG27,OUT013,721.2127158
FDW40,OUT049,2135.540195
NCO53,OUT046,2942.47626
FDE23,OUT049,920.2119613
FDQ16,OUT046,1733.611063
FDS26,OUT045,3940.789893
FDZ13,OUT010,150.7498076
FDS14,OUT049,2523.135942
FDC10,OUT045,1668.391562
FDY16,OUT049,3160.722872
FDJ20,OUT035,2129.238584
FDV43,OUT035,700.6065623
FDZ32,OUT027,2844.476586
FDR23,OUT046,2739.809383
FDN24,OUT035,854.4800534
FDE34,OUT027,4977.260552
FDU31,OUT013,3223.849406
FDW33,OUT018,1584.03512
FDU26,OUT046,1785.580942
FDE20,OUT027,4727.623209
NCW05,OUT035,1938.86899
FDB22,OUT018,2427.491336
FDO56,OUT046,2264.420885
FDA19,OUT027,3499.347544
DRI39,OUT045,889.4396169
FDH52,OUT018,870.2523818
FDZ50,OUT035,3754.255335
NCN42,OUT035,2748.233925
FDB53,OUT013,2530.221457
DRG11,OUT017,2016.819599
DRK11,OUT027,3684.384718
FDQ60,OUT017,2040.353447
FDT36,OUT017,706.9183873
DRG25,OUT018,2802.498951
DRJ23,OUT046,3045.275988
FDG05,OUT035,2468.746721
NCK06,OUT018,1887.704266
FDU52,OUT017,2425.429489
FDW07,OUT018,1313.873274
NCM17,OUT045,841.0481628
FDA22,OUT045,2926.394358
NCA41,OUT018,2700.613753
FDF38,OUT035,829.7165755
FDH52,OUT046,1048.767908
FDY58,OUT019,560.6909887
FDZ16,OUT045,3149.790146
NCM18,OUT017,1177.403169
FDA22,OUT018,2305.656337
NCJ43,OUT035,3044.382679
FDI34,OUT027,5603.049406
FDG56,OUT046,1134.968858
FDS34,OUT046,2071.762716
DRC01,OUT035,902.2563737
FDQ04,OUT035,807.2001817
FDK04,OUT035,852.3399003
FDT51,OUT049,1953.63444
FDV26,OUT017,3570.890838
FDS04,OUT049,1989.963962
FDW43,OUT018,2835.819018
FDQ28,OUT010,368.0655587
NCK06,OUT017,1972.185642
FDS23,OUT018,1998.914138
FDZ36,OUT019,482.3679655
FDE56,OUT018,884.7866915
FDW10,OUT027,4696.647606
NCN14,OUT045,2665.607346
NCQ18,OUT045,1713.856639
FDW08,OUT017,1735.278137
FDU43,OUT035,4348.402589
FDR33,OUT010,275.881401
FDM24,OUT010,375.4205769
NCZ05,OUT046,1768.768709
NCV41,OUT035,1997.59644
FDV11,OUT018,2843.572262
NCY05,OUT035,669.7383287
FDV44,OUT018,2690.313898
FDW32,OUT049,1405.47695
NCU18,OUT027,3407.74996
NCC43,OUT035,3920.88433
FDW19,OUT013,1750.095962
FDN31,OUT035,3147.490941
FDI48,OUT045,853.9361573
FDS24,OUT017,1400.03844
FDF46,OUT049,2026.990165
DRG23,OUT017,2112.624854
FDG14,OUT018,2370.331978
NCY30,OUT049,3153.804241
FDO28,OUT018,1667.575438
DRD24,OUT035,2186.446278
FDI33,OUT049,1506.043755
FDN32,OUT046,2813.562224
FDR16,OUT045,3624.363177
FDF26,OUT046,2407.545294
NCN29,OUT018,795.4887262
FDE20,OUT045,3007.451006
FDA46,OUT046,3237.556054
FDU28,OUT045,2579.072505
FDQ48,OUT045,1610.830093
FDV36,OUT013,2155.493741
FDR14,OUT018,829.2068064
FDP23,OUT017,3497.602925
FDP56,OUT013,854.270504
FDK48,OUT010,168.4241848
FDR48,OUT046,2631.332602
NCY29,OUT049,936.593761
FDM22,OUT018,833.1166688
DRJ01,OUT013,2512.487941
FDZ43,OUT045,4052.951831
FDV03,OUT035,2746.791605
FDX11,OUT027,4679.23208
NCA41,OUT027,4779.597656
FDE38,OUT017,2483.203344
FDI27,OUT018,807.3183949
FDN32,OUT013,3362.639818
NCN43,OUT017,2065.874085
FDB47,OUT027,5118.71985
FDV03,OUT017,2600.247552
NCN30,OUT045,1539.845855
NCV54,OUT010,264.7426042
FDV07,OUT013,1369.17811
FDP07,OUT049,2965.882081
FDK48,OUT018,1042.74883
FDM15,OUT019,332.3413328
FDY19,OUT027,3275.726483
FDK46,OUT046,3601.479837
FDY11,OUT045,1206.718691
FDH09,OUT046,920.5651802
FDO08,OUT027,4392.33749
FDU14,OUT013,3860.927618
FDD22,OUT027,3194.452666
FDM27,OUT017,2609.876521
FDL02,OUT027,2938.574906
NCA17,OUT035,2368.897209
FDE38,OUT019,487.0651021
NCG07,OUT049,3515.404405
DRC27,OUT013,4377.218898
FDA27,OUT035,3732.378608
FDW40,OUT045,2046.355597
DRI11,OUT013,1916.639032
FDN50,OUT046,1643.685115
FDR12,OUT046,3009.700504
FDT34,OUT027,3090.566891
FDW11,OUT035,1203.789694
NCO30,OUT027,4925.943364
FDZ34,OUT017,3652.52015
FDU45,OUT017,2028.810031
NCD42,OUT035,765.0127462
FDX25,OUT045,3027.5539
NCR29,OUT046,1054.375754
FDX43,OUT019,468.6074649
FDB04,OUT010,189.0879627
FDR49,OUT027,2069.487496
FDS39,OUT018,1764.741866
FDW58,OUT045,1668.182
FDG22,OUT019,168.094325
FDG31,OUT017,1054.623944
NCV53,OUT027,5077.160068
DRJ37,OUT035,2722.181476
FDV07,OUT035,1635.356473
FDW52,OUT018,2122.803539
FDT15,OUT045,2776.368316
FDD02,OUT018,1785.229185
FDM16,OUT035,1225.438115
NCE55,OUT046,2862.34166
FDB57,OUT018,2851.838172
FDQ04,OUT013,772.192095
FDQ47,OUT019,189.0843192
FDY14,OUT019,488.3359369
DRK37,OUT017,3245.782967
FDO25,OUT017,3240.318398
FDL57,OUT046,4007.872058
NCK29,OUT018,1746.402479
FDK46,OUT027,5483.71338
NCB43,OUT010,545.8080192
DRE01,OUT027,5083.053649
FDC46,OUT018,2955.570455
FDQ23,OUT045,1712.355278
FDX38,OUT049,863.0141988
FDG60,OUT018,3164.706724
FDW55,OUT017,4655.444003
FDP39,OUT013,731.5863067
FDB20,OUT018,1162.563871
FDV21,OUT017,2297.392743
FDZ02,OUT013,1340.483011
FDP19,OUT027,3150.301064
FDA38,OUT035,3867.828315
FDH22,OUT045,2042.678738
DRM11,OUT045,3618.951936
FDO12,OUT027,4246.704197
FDT14,OUT049,2010.976079
FDW34,OUT010,506.8532321
FDG04,OUT027,4872.37167
FDW59,OUT018,1227.025886
FDR33,OUT018,1561.003244
FDP32,OUT013,1994.972197
FDL13,OUT027,5535.255188
FDD22,OUT013,1984.186937
FDV40,OUT027,2220.869277
NCD55,OUT046,767.8986735
FDQ20,OUT010,149.7401313
FDD28,OUT045,788.5386031
FDC39,OUT045,3283.259538
NCR17,OUT049,1823.908038
DRO35,OUT018,1488.396379
FDF40,OUT049,3637.014309
FDR31,OUT018,2256.765784
NCQ41,OUT017,2904.55312
FDP38,OUT046,890.3518351
NCU54,OUT027,5138.522283
FDG22,OUT018,755.4000968
DRK59,OUT013,3865.371663
FDC37,OUT046,1779.057092
NCO42,OUT013,2737.567673
NCT42,OUT017,2393.007219
FDX27,OUT035,1582.131997
FDV40,OUT018,972.1896803
FDT45,OUT027,2230.766241
FDS47,OUT019,300.6924479
FDR45,OUT035,4642.182478
FDB03,OUT045,3752.605499
FDO49,OUT035,899.9175143
FDU60,OUT027,4436.119432
FDB26,OUT018,827.2896767
FDB46,OUT017,3733.902715
FDQ37,OUT019,522.7627608
FDN03,OUT017,4130.702618
NCX30,OUT045,3897.533111
FDK32,OUT019,333.7735418
DRM47,OUT013,2794.464276
NCO02,OUT046,1236.687999
FDP04,OUT013,990.3919829
NCO43,OUT049,1904.517247
FDD59,OUT013,1434.954879
FDQ10,OUT017,3173.871023
FDW45,OUT035,3009.32023
NCK30,OUT049,4098.032454
FDU31,OUT018,2710.274376
NCQ17,OUT019,322.0841733
FDN01,OUT017,2649.49114
FDZ19,OUT049,2891.48268
DRG37,OUT017,2414.038411
FDE32,OUT045,676.513238
FDO34,OUT049,2737.150323
FDM04,OUT019,171.1163335
FDZ25,OUT049,2597.56029
FDU08,OUT049,1429.026237
NCW30,OUT045,3472.034254
NCM18,OUT013,946.8351883
FDS22,OUT035,743.7210667
NCH18,OUT017,3631.179336
FDC23,OUT013,2980.775624
FDY46,OUT013,2961.752686
NCU06,OUT046,3656.90649
FDX57,OUT045,1574.762206
FDX36,OUT027,4970.943191
FDL16,OUT045,904.5494337
FDT16,OUT010,613.6475439
FDN16,OUT018,1418.783806
FDC03,OUT046,3837.92304
DRF60,OUT013,4160.070136
FDS27,OUT027,5167.331816
FDP33,OUT010,547.7903635
FDJ36,OUT018,1401.271474
NCR42,OUT013,647.0146304
FDV14,OUT017,1370.767594
NCP42,OUT035,3064.496227
FDB50,OUT027,2490.109756
NCC30,OUT027,4410.930368
FDA23,OUT018,1544.176014
FDW16,OUT017,1344.447118
FDQ52,OUT010,584.6444359
FDB58,OUT049,2362.06452
NCP29,OUT049,1137.155082
NCM05,OUT045,4487.722033
FDO25,OUT013,3887.895032
NCM54,OUT046,2167.42542
NCL54,OUT046,2814.124231
FDL39,OUT010,552.5839603
FDF53,OUT018,2647.339943
NCQ42,OUT035,2179.135971
FDF58,OUT013,952.1942985
FDZ04,OUT035,1115.167223
FDE26,OUT019,308.6728358
FDS60,OUT017,2888.830014
FDV58,OUT017,2929.272102
FDM04,OUT045,798.6859137
FDE08,OUT035,2665.387595
NCB43,OUT049,3211.063922
FDU11,OUT010,332.0876023
FDF22,OUT019,472.2856049
FDE24,OUT013,2327.019715
DRJ49,OUT046,2235.13301
NCQ53,OUT035,4612.542145
NCL41,OUT013,594.9578464
FDR22,OUT013,1902.301614
FDH04,OUT035,1342.955567
DRH15,OUT045,819.5995046
FDY40,OUT049,931.8486238
NCI17,OUT035,1880.502451
NCC18,OUT013,2915.895987
FDY28,OUT027,5054.338349
FDB45,OUT027,2987.20771
NCL30,OUT018,1944.577349
FDM10,OUT017,3919.355675
FDH22,OUT027,3198.764392
NCZ53,OUT017,2918.924492
NCI18,OUT013,3398.577447
FDH14,OUT027,3209.622415
FDR36,OUT027,1803.484142
FDW01,OUT045,2516.325882
FDK02,OUT027,2944.187874
FDJ02,OUT018,2081.31093
FDU55,OUT013,5373.461255
NCV18,OUT027,2621.194046
FDH14,OUT018,1742.77563
FDZ37,OUT045,1382.056757
FDX49,OUT049,4029.702688
NCD43,OUT046,1755.67999
FDZ07,OUT013,1130.081151
FDK43,OUT035,2190.218138
FDR32,OUT018,3077.750375
FDT39,OUT013,2404.437511
NCV54,OUT017,1897.512248
FDF38,OUT018,667.6052805
FDV60,OUT046,3096.941995
FDH44,OUT027,4172.769603
FDS21,OUT046,1040.905863
NCL41,OUT045,780.8093794
FDM46,OUT017,1597.360025
FDU27,OUT045,944.5718267
NCJ54,OUT017,3908.132639
DRG51,OUT018,2350.517892
NCA29,OUT019,383.9322698
FDR47,OUT045,2566.063858
NCL19,OUT027,3202.72179
DRG01,OUT049,1251.042717
FDG10,OUT046,974.1206288
NCV05,OUT049,2535.875954
NCH18,OUT019,464.1671237
FDV14,OUT018,1202.629998
DRJ23,OUT035,3480.846887
DRJ11,OUT046,3071.997918
FDZ03,OUT017,3850.284229
FDI27,OUT010,116.1359662
FDJ14,OUT018,1230.561856
FDU32,OUT017,1866.5511
FDD47,OUT027,4241.918492
DRF36,OUT035,3055.448525
FDM21,OUT046,3614.039577
FDV10,OUT018,810.5098904
FDH60,OUT018,2683.451952
FDX47,OUT010,409.3633334
FDT19,OUT019,486.8078946
FDO11,OUT045,4228.777709
FDH24,OUT027,4243.244858
FDL02,OUT018,1269.479539
FDB02,OUT049,2639.982743
FDA43,OUT046,2816.107457
FDG52,OUT045,727.7098717
DRC12,OUT013,3155.323414
FDY37,OUT018,1647.566682
NCU18,OUT045,1886.111191
FDU09,OUT035,1008.589913
DRJ25,OUT027,1895.251221
DRE12,OUT018,1886.711283
DRL47,OUT017,2115.292029
DRK01,OUT046,1610.885629
FDC22,OUT019,475.1922897
FDG44,OUT013,979.5121332
FDW04,OUT035,2125.687625
FDK09,OUT049,3642.996092
NCN43,OUT035,2093.445881
FDG04,OUT049,3013.391497
FDH32,OUT010,197.0869814
DRI47,OUT017,2590.597518
DRE15,OUT013,1127.536917
FDY11,OUT035,1098.232181
FDO60,OUT049,827.9082271
FDQ20,OUT018,645.25103
FDO57,OUT027,4018.187897
FDT14,OUT019,271.3055439
FDA57,OUT049,849.6059872
DRN35,OUT017,805.7003491
FDJ03,OUT046,743.704742
FDX28,OUT017,1696.244184
DRE25,OUT045,1440.679907
FDR09,OUT046,3655.462049
FDB23,OUT035,4226.643031
FDO08,OUT045,2548.054036
FDQ23,OUT049,1814.126797
FDW04,OUT013,1799.385153
DRK13,OUT010,501.0325953
NCL17,OUT027,3114.607678
FDY21,OUT035,3212.719152
FDJ38,OUT027,4711.682586
FDA37,OUT019,282.9289638
FDV43,OUT013,813.204943
FDL36,OUT046,1598.197265
FDD53,OUT045,707.7856234
FDZ19,OUT010,444.6320832
FDV21,OUT045,1813.928736
NCL54,OUT018,2697.260383
DRI47,OUT027,3759.099941
DRG03,OUT049,2610.061635
FDG21,OUT013,2549.019864
FDW03,OUT018,1493.757645
NCI55,OUT046,2263.039286
DRC36,OUT019,478.7418702
FDH22,OUT017,2069.244587
FDV20,OUT045,1796.736206
NCU41,OUT027,4840.439938
FDN46,OUT027,2832.749515
FDK50,OUT045,2557.114669
NCA05,OUT027,3865.504667
DRH01,OUT018,2695.011342
FDT08,OUT018,2232.277246
FDM08,OUT018,2811.919047
FDZ07,OUT035,1209.421201
FDS22,OUT017,731.72389
FDV35,OUT027,4062.564086
FDI28,OUT010,186.0508889
FDW58,OUT027,2786.373077
FDT52,OUT045,4212.296125
FDY34,OUT046,2852.423878
FDR10,OUT046,2527.252193
FDK57,OUT017,1940.737587
FDR02,OUT027,2822.708675
FDX49,OUT046,3852.244916
FDQ20,OUT046,788.5881696
DRK23,OUT045,3860.441488
NCW06,OUT046,3116.751549
FDR31,OUT017,2575.284937
NCE43,OUT013,3031.373524
DRO59,OUT027,2431.503571
FDN09,OUT049,4367.177167
FDR11,OUT046,2681.784662
FDO57,OUT013,2716.523824
NCX18,OUT017,3424.342274
FDB05,OUT018,3263.776138
FDQ08,OUT018,885.8023818
NCG43,OUT035,1796.018172
FDJ56,OUT013,1567.217669
FDA13,OUT010,152.9020441
FDO56,OUT017,1789.893547
FDB37,OUT018,3116.685366
FDZ02,OUT018,1291.334982
FDQ24,OUT046,4126.620936
FDM16,OUT013,1085.75562
FDU35,OUT049,1772.967479
FDT35,OUT035,2729.687551
NCX30,OUT049,4180.941983
FDG04,OUT017,3345.058883
FDI12,OUT035,1344.816957
FDE35,OUT035,1141.754577
NCP14,OUT027,2817.548448
NCY53,OUT045,1735.411004
FDP49,OUT017,880.5002257
FDQ04,OUT017,871.5912504
FDM39,OUT035,3310.101298
FDO58,OUT019,394.7498729
FDC56,OUT017,2206.01859
NCQ54,OUT046,2755.142351
FDV10,OUT027,1878.192497
NCK17,OUT046,730.8726054
NCF55,OUT027,1751.366843
FDV33,OUT013,4370.902647
NCH29,OUT019,269.7033246
FDA37,OUT027,3079.297491
FDH46,OUT018,1481.702004
FDS25,OUT035,2120.487912
FDH04,OUT027,2660.51787
FDX52,OUT046,3347.913386
NCD42,OUT017,649.0808431
FDW47,OUT017,1963.955591
FDL25,OUT027,2898.608278
NCJ06,OUT010,244.4230041
FDY09,OUT013,2901.618619
FDS40,OUT046,698.7163788
FDH41,OUT017,3621.227574
FDG38,OUT035,1499.686335
FDU03,OUT027,4926.503308
FDV20,OUT046,2316.054772
DRB13,OUT045,2879.191026
NCQ30,OUT013,1467.034528
NCH06,OUT013,4005.698913
FDU50,OUT018,1647.648836
NCO42,OUT019,338.7326318
FDW09,OUT018,896.092717
FDH04,OUT013,1328.865706
FDC21,OUT045,1496.261543
FDL21,OUT049,874.6066241
FDM46,OUT010,237.4126241
FDT22,OUT019,208.3788005
FDB28,OUT035,3309.863828
FDI12,OUT018,1384.317705
FDA28,OUT045,1704.914784
FDF59,OUT013,1823.834108
FDM45,OUT027,3051.557673
FDQ56,OUT017,1482.129002
FDR46,OUT049,2250.320506
FDT01,OUT013,3059.678662
FDD16,OUT027,2253.397095
NCU30,OUT010,361.2533964
FDM40,OUT010,407.7478748
FDI56,OUT035,1777.125766
NCS30,OUT013,2122.021251
FDU08,OUT017,1618.38724
FDX51,OUT027,5240.628523
FDA43,OUT045,2547.925031
FDX59,OUT010,147.6761297
FDC37,OUT018,1451.001496
FDP58,OUT013,3451.368798
NCY42,OUT035,2223.338685
FDF21,OUT018,2538.481251
FDU10,OUT027,1845.734402
DRL47,OUT018,1548.921152
FDA58,OUT018,2673.977124
FDJ22,OUT049,3106.015826
FDK50,OUT046,2542.517598
FDO38,OUT035,1443.595246
DRF60,OUT035,4109.067769
NCZ42,OUT019,458.7104468
FDD35,OUT049,2006.11693
FDL25,OUT045,1309.060095
FDJ16,OUT013,913.1159328
DRK59,OUT049,3824.80322
FDI50,OUT046,3964.598902
NCB19,OUT045,1707.481275
DRI37,OUT035,956.8669855
FDA14,OUT027,3829.983976
FDC08,OUT018,2971.274667
FDS45,OUT046,2193.911566
FDI21,OUT049,1212.386623
DRJ47,OUT035,2893.155392
DRE37,OUT027,4711.517931
FDT55,OUT018,2468.352711
NCG42,OUT027,3245.733916
FDA31,OUT049,3038.630989
NCW42,OUT046,2726.607058
FDF50,OUT017,3217.395917
FDK56,OUT049,3638.371243
FDX10,OUT035,716.6729167
NCK07,OUT027,4235.481024
FDZ49,OUT017,3367.961428
FDR33,OUT013,1788.889194
FDO44,OUT018,1396.648463
FDA20,OUT046,3514.480413
NCL30,OUT045,1695.29169
FDI05,OUT019,197.5832759
FDQ12,OUT018,2813.36338
FDH47,OUT017,1751.084639
FDH34,OUT018,2773.028518
FDF29,OUT046,2109.675563
FDG40,OUT018,635.5893595
NCE18,OUT017,4388.754816
FDP21,OUT010,431.9462822
FDY50,OUT013,1541.529663
FDB36,OUT049,2154.566053
NCZ29,OUT049,2048.620048
FDU20,OUT018,1601.683423
FDO56,OUT013,1940.738509
FDW31,OUT049,3011.396236
DRH59,OUT013,1075.836477
NCB30,OUT017,3357.515479
FDK43,OUT027,3116.889195
FDW43,OUT045,3652.768556
NCL19,OUT017,2287.713784
FDJ27,OUT046,1582.025935
FDC45,OUT046,2967.41513
FDY40,OUT035,783.7749946
NCM41,OUT035,1558.215711
NCK18,OUT019,524.4277465
FDP37,OUT049,2161.984167
FDA27,OUT027,5680.494146
NCX30,OUT035,3953.020984
FDR09,OUT017,4307.556818
FDG08,OUT027,4565.850087
NCU30,OUT013,2602.53392
FDB16,OUT017,1386.313057
FDM16,OUT017,1293.780097
FDC48,OUT013,1233.322001
NCF18,OUT046,2695.409982
FDU46,OUT018,1240.907335
FDH41,OUT018,3141.960972
NCN42,OUT010,354.977834
FDU49,OUT046,1547.367341
FDB20,OUT027,2458.323953
FDG50,OUT019,269.8912683
